,cm1,kc1,kc3,mc1,mc2,mw1,pc1,pc2,pc3,pc4
0,0.5516020788517368,15.294273855713522,4.350347410986944,26.247171300414006,3.9605228932044607,3.390543770790498,4.211251909836838,1.3919870098706237,13.89470193372541,3.6338415341872308
1,1.660089913977916,21.654003898409474,2.3258910015687118,7.5025596040917675,3.8618832170102246,5.340522368761319,1.4006100754185322,1.7193767142028729,0.2703829885452616,0.0022270703366151284
2,1.5826542205307752,0.08243045296433374,1.4882715258309989,15.787860227731255,1.6408337561305602,3.4948135268700433,1.3171472814452536,3.1961853457221463,2.824995518337327,1.0021956006822546
3,0.048015002826565394,12.462469236186552,7.130124777183602,18.666827513440232,3.3190312738367647,0.25651709401709394,14.505494978287576,4.16376071889379,8.5190777956904,22.307293011917647
4,4.302693906205484,21.28143782358955,0.38053197509903863,27.688836728823727,4.302693228575304,3.2157872595181454,10.236551260441301,1.6164956295014803,16.225534114110168,0.905915338070678
5,1.8158314590241256,19.860267073408806,1.9605681818181824,5.034934733258442,3.7760162166660725,6.169111282008922,1.2591784146467082,1.4279174772568832,0.30009142597806526,1.491413344789525
6,1.4432949746772594,10.27872504141964,2.3264188469774765,1.1443997621981723,3.977172571831484,4.622633616160953,1.2263673822712449,0.7067910156803587,0.26783930749382445,0.007294192221130022
7,0.26931837186092816,23.634976097070705,0.4889596989266074,13.419946852323857,0.7675716263022968,0.028871512979357198,1.705063414984336,1.3984455657998387,1.1656097662795526,1.0495925338714311
8,1.74711221122112,17.059810154198317,2.367721985963934,4.504581771811797,3.4385964912280675,6.046140305345246,1.1148224769509132,0.3019381717939345,0.2701944969804432,1.4660578858650664
9,0.24766952325484673,34.79825358640408,0.2652465236029067,0.22811205412634256,0.8221611721611723,0.0035605080784064554,0.005360120780968987,1.4601470521579545,1.23608654023529,18.716398873575457
10,1.690184583476521,15.096802375291226,1.4381005625390635,5.41976164758357,2.6875400641025644,3.1211142766698416,0.8546780424300023,0.10454526335470656,0.27013084799214976,0.0402941362831494
11,0.23088923244219162,19.62209703194048,0.06947559377676474,9.84536585881108,0.1574558414576343,0.0019036065206921666,0.0884107423495694,1.4047892122078798,0.014639535025374835,0.5733752668745798
12,1.4805171903744982,21.086150668701723,2.466744715147799,6.052755165092078,3.9551058217193718,4.883870005963027,1.1446111680771016,0.9084239451265217,0.35590413477516264,0.1311002574783176
13,1.461545380435298,13.361290089115936,0.617414359519623,157.8886055807202,5.050882658359296,2.260570472784214,0.19836870315878613,0.8982889733840304,0.019649449550314408,0.584634317864669
14,0.04949939525202513,15.096749737439657,0.050373424422205,18.06057541879931,4.364723129569142,1.4102564102564104,0.0635042069567081,1.5409152929475676,0.07726802442132115,0.9935293667619292
15,2.5015412554884366,19.371656132777417,2.289009695382459,0.13809517738115162,3.1930829065470117,3.704961949175879,3.3474104746344406,0.045786830511838024,0.5169433424300659,2.8252641526988436
16,0.01113798015746315,22.245596794002413,0.29608096468561507,0.011641430196015976,0.000462962962962935,0.06460594620103843,1.416069212386024,1.188662021277923,1.2459330291380875,0.5710683330335771
17,2.928203845795298,20.38521059578396,1.6098142982168255,7.739972762647436,2.347271273698454,2.4174320164406105,7.080255704767193,1.1466064660183302,1.1228444465425773,1.1668215903329504
18,0.3789984824746412,25.31657507143079,0.004929292929292979,16.119683652924177,0.14831064387636758,0.51826673747592,0.265901555533808,4.008284270133763,0.06294000595596157,1.6371409819464982
19,0.501879137842407,23.65406658508005,1.7191900914180769,1.6580118615629462,1.1310695727194167,1.4269366329738884,0.8954529978907273,2.607614815333984,0.0007893542746809992,1.1843364896186284
20,2.0999090961739912,24.48168385948942,1.3528465384602306,1.4838946810509699,3.1134761435955207,2.940729913273966,3.8852711781619442,2.8663203818097425,0.33683407120274605,2.176184277327672
21,1.9227218577735172,,2.664926336615113,10.045075435986325,4.377945927058817,2.7097204121717393,3.9127002852808697,0.803391890978843,0.5204904644613187,2.260672202588594
22,0.38716246220252604,,2.308416484212635,7.6477686689528195,3.304154458675267,0.47491823807613326,0.7867911427940109,4.008282728909138,1.2629943808627666,1.634187236043544
23,0.5018795383436063,,2.277546204304373,2.26133356840305,3.2516809138782037,1.426951679319884,0.8954534892529198,2.7265101742575606,0.0007893398017901146,1.184336387253922
24,2.1181689117868663,,0.5916130112036538,1.4838929410557729,1.7555689343768814,2.9577771584789696,3.8724506256500737,0.24784827862391412,0.33404844326787364,2.1817686469719453
25,0.2803482600512933,,2.6649181254856087,10.079136170114761,4.377949444848879,0.10789204512666688,1.093605625658358,1.8347517161372477,1.6265367154240014,5.519527756703149
26,1.8493637784313166,,2.3345368052098636,0.14870733651537407,3.3169202763136134,6.264272331442137,1.3986425174811752,1.6122223776347608,0.3296165498518966,1.5199425307782448
27,1.7884148004927167,,0.5410157158581982,5.564748069295261,0.3458072936274872,4.902704039032944,1.3737821665415024,1.4005893594090055,0.4108330617654793,1.3948754438900282
28,1.5052681981035878,,1.654595959595961,5.032148238018248,3.745634507774936,4.855652695768055,1.0651827050935634,0.2821675532330074,0.3848463180288166,0.23980652037537437
29,0.45983808654800956,,1.9605681818181824,10.044794349780954,3.786663875377865,0.01495465674343448,1.5740393078772195,2.6481900371808886,1.5491154287919013,2.949383888338812
30,1.7767868171098524,,2.4660505042265415,6.739325663003867,3.8457688086295887,2.9227676516565397,4.110872070537645,3.030694683875468,0.5050712773621427,2.3448761929968533
31,2.0001726700195572,,0.6985137811278379,7.7240448034682005,1.2886085048426155,2.4687479137491395,3.7747983807649996,2.281463693733984,0.5342241887732424,1.9503982719249817
32,2.794390071558027,,1.9929692351808046,7.614473693286245,3.2140207696714094,3.7491155437212837,3.980275152251618,0.822657520085952,1.6069104868405655,1.3501399663638378
33,1.0381848161253246,,2.4428170920808374,21.987382819664337,3.2792880964189552,0.6570701579535511,1.2950272266300678,2.8456487212395802,0.8847172975656258,1.1350093871592108
34,2.090337861657229,,1.7672728681501926,3.9406861181189066,2.2800562905787918,3.8182361120854846,5.772391273526191,0.4085469773536588,2.4458694061372523,1.957037260861255
35,1.1064308889260228,,1.0097545219638235,23.06324623540131,2.756180921433155,0.031296845692084255,9.64133801498335,2.8714259977048515,16.24437038012921,16.803293116560155
36,1.9540258607478838,,2.3264949097652203,34.902821083378896,4.026258376350545,3.5817305359042804,4.030829047304191,,0.7388928543210631,5.725506551453118
37,,,1.0977790178760447,19.11505108327634,1.9256103327545708,,,,,
38,,,2.406945236254221,,3.2009039235147165,,,,,
